listing_id,listing_ocid,product_name,publisher,publisher_type,category,subcategory,short_description,long_description,listing_type,package_type,operating_systems,version,version_date,pricing_model,pricing_currency,price_per_hour,price_per_month,price_per_year,free_trial_available,supported_shapes,minimum_shape,system_requirements,usage_information,documentation_url,support_url,video_url,icon_url,banner_url,tags,keywords,time_created,time_updated,regions_available,compatible_architectures,eula_required,agreement_type,third_party_licenses,us_government_ready,us_government_available,us_gov_west_available,us_dod_ready,dod_impact_level,fedramp_indicators,cmmc_indicators,uk_government_ready,uk_government_available,export_control_status,sales_priority,market_category,deployment_complexity,enterprise_readiness,security_focused,ai_ml_related,database_related,networking_related,compliance_certifications,oracle_validated,oracle_recommended,oracle_managed,marketplace_url,listing_url,government_notes
152769788,152769788,Nanox.AI. - HealthCCSng cardiac solution FDA,Ferrum Health,,SaaS on Oracle Cloud Platform,Artificial Intelligence,"Nanox.AI Cardiac solution leverages artificial intelligence to incidentally identify and categorize patients with Mild-Moderate High levels of Coronary Artery Calcium on routine, non-gated CT exams within the general population.",,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,AI/ML,UNKNOWN,LOW,False,True,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/152769788,,Analysis based on content only - no government region access
153060676,153060676,Sql Server 2022 Standard on Windows Server 2019,Cognosys Inc.,,Database,,Utilize Sql Server 2022 Standard on Windows Server 2019 for efficient database management. This combination ensures reliability and performance on ORACLE.,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Database,LOW,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/153060676,,Analysis based on content only - no government region access
154106213,154106213,Oracle Autonomous Database Free Container Image,Oracle,,Database,,"Oracle Autonomous Database Free Container Image provides similar experience as Oracle Autonomous Database Cloud Service with some limitations. This stack deployment provides a quick preview of Autonomous database for evaluation in a local, isolated environment for development and testing.",,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Database,UNKNOWN,LOW,False,True,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/154106213,,Analysis based on content only - no government region access
154474834,154474834,Accounts Payable Automation For Fusion Apps,"OAppsNET Partners, LLC",,Artificial Intelligence,,The OAN accounts payable application consists of pre-built & pre-configured accounts payable workflows along with multiple Oracle ERP (Fusion & EBS & PeopleSoft) connectors that make our implementation a breeze.,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/154474834,,Analysis based on content only - no government region access
154746943,154746943,VMware Tanzu Mission Control Self Managed,VMware,,Cloud Management,Security,Tanzu Mission Control Self-Managed is a management platform for consistently operating and securing your Kubernetes infrastructure and modern applications.,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,MEDIUM,Other,LOW,LOW,False,False,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/154746943,,Analysis based on content only - no government region access
154867420,154867420,VMware Site Recovery Manager (SRM),VMware,,Backup and Recovery,,Simplify disaster recovery management on-premises and in Oracle Cloud,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,MEDIUM,Other,LOW,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/154867420,,Analysis based on content only - no government region access
154884370,154884370,VMware Tanzu Application Service,VMware,,Business Applications,Application Development,A modern runtime for microservices built on Cloud Foundry,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,MEDIUM,Other,LOW,LOW,False,False,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/154884370,,Analysis based on content only - no government region access
157471527,157471527,Cirata Data Migrator,"Cirata, Inc.",,Migration,Storage,"Data Migrator allows you to move petabyte scale data lakes, including those on Oracle BDA, to the Oracle Cloud / Lakehouse with no downtime and no disruption.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/157471527,,Analysis based on content only - no government region access
158015785,158015785,Oracle Autonomous Database EXTPROC Agent,Oracle,,Database,,Host EXTPROC agent in a your VCN and configure it to use with Oracle Autonomous Database.,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Database,LOW,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/158015785,,Analysis based on content only - no government region access
158240578,158240578,Dell NetWorker Virtual Edition,Dell Technologies,,Backup and Recovery,,NVE is a software-defined version of the industry leading protection software.,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Networking,LOW,LOW,False,False,False,True,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/158240578,,Analysis based on content only - no government region access
158884597,158884597,Oracle Transaction Manager for Microservices Free,Oracle,,Database,,"Oracle Transaction Manager for Microservices (MicroTx) enables enterprise users to adopt and increase use of microservices architecture for mission-critical applications by providing capabilities that make it easier to develop, deploy, and maintain data consistency in such applications.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Database,LOW,LOW,False,True,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/158884597,,Analysis based on content only - no government region access
159318809,159318809,"Stellar Cyber, Open XDR SecOps Platform","STELLAR CYBER, INC.",,SaaS on Oracle Cloud Platform,,"The Stellar Cyber Open XDR SecOps Platform enables security teams to improve their effectiveness by combining their human expertise with AI-driven threat detection, correlation, and response capabilities under a single license. Fully deployed on Oracle OCI and integrated with Oracle CloudGuard.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,True,True,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/159318809,,Analysis based on content only - no government region access
159572822,159572822,Oracle E-Business Suite 12.2.13 Demo Install Image,Oracle,,Packaged Application,Business Applications,"Oracle E-Business Suite is a comprehensive set of integrated global business applications. The machine image provided by this app allows you to create a single-node instance containing Oracle E-Business Suite Release 12.2.13 and Oracle Database Release 19c with example data, for demonstration use.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,False,True,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/159572822,,Analysis based on content only - no government region access
159669987,159669987,"WebCenter Content, Imaging & Enterprise Capture (BYOL)",Oracle,,Application Development,,"Oracle WebCenter Content, Imaging and Enterprise Capture applications provide a comprehensive platform for ingesting, storing & managing documents and files of all types.",,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,UNKNOWN,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/159669987,,Analysis based on content only - no government region access
159724004,159724004,KUSANAGI 9 for Oracle Cloud (AlmaLinux OS 8),"Prime Strategy Co., Ltd",,Packaged Application,,"KUSANAGI 9 is an ultra-fast virtual machine that runs CMS fast and securely. It is now easier to build an environment of your choice of middleware, including a combination of stable version and the latest version.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/159724004,,Analysis based on content only - no government region access
159892421,159892421,AsterionDB - Data Security for C3 and PCA Environments,AsterionDB Inc.,,Security,Application Development,Make the Database Your Most Important Cybersecurity Asset with AsterionDB,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Security,LOW,LOW,True,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/159892421,,Analysis based on content only - no government region access
159898974,159898974,Oracle Autonomous Database EXTPROC Agent,Oracle,,Database,,Host EXTPROC agent in your VCN and configure it to use with Oracle Autonomous Database.,,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Database,UNKNOWN,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/159898974,,Analysis based on content only - no government region access
159909493,159909493,"AsterionDB - Data Security for OCI, Distributed Cloud and the Roving Edge",AsterionDB Inc.,,Security,Application Development,Cybersecurity threats dominate the news. The cost of a breach is astronomical. Don't be a victim. Be proactive. Build and retro-fit Zero-Trust capabilities into your applications and system architecture. AsterionDB leads the way with a zero-trust development platform made specifically for the Oracle environment.,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Security,LOW,LOW,True,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/159909493,,Analysis based on content only - no government region access
160118457,160118457,Rocky Linux 8 (Community Edition) - Provided by CIQ (x86_64),"Ctrl IQ, Inc.",,Operating Systems,,"Rocky Linux 8.10 (Community Edition) for x86_64 provided for your convenience by CIQ, the founding support and services partner of Rocky Linux.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,False,False,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/160118457,,Analysis based on content only - no government region access
160281688,160281688,Rocky Linux 8 (Community Edition) - Provided by CIQ (aarch64),"Ctrl IQ, Inc.",,Operating Systems,,"Rocky Linux 8.10 (Community Edition) for aarch64 provided for your convenience by CIQ, the founding support and services partner of Rocky Linux.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,ARM,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,False,False,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/160281688,,Analysis based on content only - no government region access
160282788,160282788,Rocky Linux 9 (Community Edition) - Provided by CIQ (x86_64),"Ctrl IQ, Inc.",,Operating Systems,,"Rocky Linux 9 (Community Edition) for x86_64 provided for your convenience by CIQ, the founding support and services partner of Rocky Linux.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,False,False,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/160282788,,Analysis based on content only - no government region access
160283270,160283270,Rocky Linux 9 (Community Edition) - Provided by CIQ (aarch64),"Ctrl IQ, Inc.",,Operating Systems,,"Rocky Linux 9 (Community Edition) for aarch64 provided for your convenience by CIQ, the founding support and services partner of Rocky Linux.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,ARM,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,False,False,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/160283270,,Analysis based on content only - no government region access
161024285,161024285,OAN Business Docs,"OAppsNET Partners, LLC",,Business Applications,Artificial Intelligence,"A centralized workspace to manage business documents, our enterprise cloud-native solution provide a seamless experience for both the end user and content administrators.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,False,True,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/161024285,,Analysis based on content only - no government region access
161742925,161742925,OCI Secure Desktops Resource Manager Stack,Oracle,,Cloud Management,,Oracle Resource Manager stack to setup Secure Desktops,,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,UNKNOWN,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/161742925,,Analysis based on content only - no government region access
162099600,162099600,NEAR ( Mainnet ) RPC Node,Seracle,,Blockchain,,"Seracle presents Near RPC Node, a decentralized solution for seamless communication in the Near Protocol network. Enhance your blockchain capabilities with efficient and reliable RPC services for Near Protocol on the Oracle Marketplace.",,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,RESTRICTED,LOW,AI/ML,UNKNOWN,LOW,False,True,True,True,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/162099600,,Analysis based on content only - no government region access
162117493,162117493,WebCenter Portal (BYOL),Oracle,,Application Development,,"Oracle WebCenter Portal is a web platform for creating intranets, extranets, composite applications, and self-service portals. It provides users a more secure and efficient means to consume information and interact with applications, processes, and users.",,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,UNKNOWN,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/162117493,,Analysis based on content only - no government region access
162234562,162234562,C3 Image - RackWare for Servers/VMs,"Rackware, Inc.",,Cloud Management,Migration,Complete Migration or Disaster Recovery and Backup solution for Compute Cloud@Customer and the Private Cloud Appliance environments only.,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,False,False,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/162234562,,Analysis based on content only - no government region access
162782193,162782193,Inventory Optimization,ORS Group Corp,,Data & Analytics,Artificial Intelligence,"Strengthen your supply chain management with Inventory Optimization from ORS Group. With automated allocation optimization, substantial cost savings are ensured with inventory reduction while upholding high service levels through advanced predictive technology.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Analytics,LOW,LOW,False,True,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/162782193,,Analysis based on content only - no government region access
162949908,162949908,WebCenter Sites (BYOL),Oracle,,Application Development,,"Oracle WebCenter Sites offer a robust platform for creating, managing, and delivering dynamic web experiences.",,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,UNKNOWN,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/162949908,,Analysis based on content only - no government region access
163112726,163112726,Oracle WebCenter Content,Oracle,,Application Development,,"Oracle WebCenter Content document management solution allows organizations to effectively and efficiently capture, secure, share, and distribute digital and paper-based documents and reports.",,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,UNKNOWN,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/163112726,,Analysis based on content only - no government region access
163112932,163112932,Oracle WebCenter Universal Content Management,Oracle,,Application Development,,"Oracle WebCenter Universal Content Management provides a unified application for delivering document management, Web Content Management (WCM), Digital Asset Management (DAM), and retention management",,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,UNKNOWN,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/163112932,,Analysis based on content only - no government region access
163113155,163113155,Oracle WebCenter Imaging,Oracle,,Application Development,,"Oracle WebCenter Imaging streamlines document management with advanced capture, indexing, and workflow capabilities. It offers secure storage, easy retrieval, and automated processes to optimize document-centric business operations, enhancing productivity and compliance.",,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,UNKNOWN,LOW,False,True,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/163113155,,Analysis based on content only - no government region access
163113353,163113353,Oracle WebCenter Enterprise Capture,Oracle,,Application Development,,"Oracle WebCenter Enterprise Capture is an advanced document capture solution. It automates the ingestion of paper and electronic documents, extracting valuable data for processing and integration into business workflows.",,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,UNKNOWN,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/163113353,,Analysis based on content only - no government region access
163113536,163113536,Oracle WebCenter Enterprise Capture Standard Edition,Oracle,,Application Development,,"Oracle WebCenter Enterprise Capture is an advanced document capture solution. It automates the ingestion of paper and electronic documents, extracting valuable data for processing and integration into business workflows.",,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,UNKNOWN,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/163113536,,Analysis based on content only - no government region access
163113716,163113716,Oracle WebCenter Portal,Oracle,,Application Development,,"Oracle WebCenter Portal is a web platform for creating intranets, extranets, composite applications, and self-service portals. It provides users a more secure and efficient means to consume information and interact with applications, processes, and users.",,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,UNKNOWN,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/163113716,,Analysis based on content only - no government region access
163113944,163113944,Oracle WebCenter Sites,Oracle,,Application Development,,"Oracle WebCenter Sites is a Web Experience Management system. It helps you build desktop and mobile websites, personalize them with targeted content, gather feedback on their success, analyze visitor interactions with the website, and test changes to your website based on your visitors' preferences.",,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,UNKNOWN,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/163113944,,Analysis based on content only - no government region access
163114059,163114059,Oracle WebCenter Sites Satellite Server,Oracle,,Application Development,,"Oracle WebCenter Sites offer a robust platform for creating, managing, and delivering dynamic web experiences. WebCenter Sites facilitates efficient content management.",,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,UNKNOWN,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/163114059,,Analysis based on content only - no government region access
163114371,163114371,Oracle WebCenter Forms Recognition 14c,Oracle,,Application Development,,"Oracle WebCenter Forms Recognition automates data extraction from paper and electronic forms, improving efficiency with intelligent document classification and customizable recognition.",,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,UNKNOWN,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/163114371,,Analysis based on content only - no government region access
163209970,163209970,E-Business Suite 12.2.13 Fresh Install Image,Oracle,,Packaged Application,Business Applications,"Oracle E-Business Suite (EBS) is a comprehensive set of integrated global business applications. The machine image provided by this app allows you to create a single-node, fresh installation of EBS Release 12.2.13 and Oracle Database 19c.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/163209970,,Analysis based on content only - no government region access
163308475,163308475,OAN Cash Apps,"OAppsNET Partners, LLC",,Business Applications,,"The OAN Cash application streamlines cash payment processing by bringing together people, processes, and technology. It simplifies and automates mundane tasks, freeing up the Accounts Receivable team to focus on more valuable collection strategies, enhancing customer engagement, and ensuring timely payments.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,False,True,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/163308475,,Analysis based on content only - no government region access
163551972,163551972,VMware Tanzu Application Platform,VMware,,Application Development,Developer Tools,"Tanzu Application Platform is a single, end-to-end integrated platform solution that enables companies to build and deploy more software, more quickly and securely, through a rich set of developer tooling and a pre-paved path to production.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,MEDIUM,Other,LOW,LOW,False,False,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/163551972,,Analysis based on content only - no government region access
164009534,164009534,Oracle NoSQL Single Node Database for Compute Cloud@Customer,Oracle,,Storage,Infrastructure Software,This app runs a single-node instance of Oracle NoSQL database. This single node instance of NoSQL enables quick access to the Oracle NoSQL Database APIs and data models while providing the ability to scale out to a shared-nothing Oracle NoSQL cluster as needed.,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Database,LOW,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/164009534,,Analysis based on content only - no government region access
164809476,164809476,Management Agent Policy Advisor,Oracle,,Cloud Management,Security,Setup policies for management agent,,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,UNKNOWN,LOW,False,False,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/164809476,,Analysis based on content only - no government region access
164828026,164828026,MariTalk Small,Maritaca AI LLC,,Machine Learning,,"MariTalk Small is the local version of MariTalk, powered by the Sabiá-2-small LLM from Maritaca AI. It provides an API to run generations where the data never leaves the instance, making it suitable for private and sensitive information.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,AI/ML,LOW,LOW,False,True,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/164828026,,Analysis based on content only - no government region access
164834538,164834538,Oracle Key Vault for Oracle Compute Cloud at Customer,Oracle,,Database,Security,"Oracle Key Vault: A fault-tolerant, continuously available and scalable key and secrets management system",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Database,LOW,LOW,False,True,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/164834538,,Analysis based on content only - no government region access
165104541,165104541,NVIDIA GPU-Optimized VMI,NVIDIA Corporation,,Data Integration,Artificial Intelligence,"Deploy a VM instance with NVIDIA’s VM image certified for maximum performance on NVIDIA GPUs, and easy access to NVIDIA NGC.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,False,False,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/165104541,,Analysis based on content only - no government region access
165234016,165234016,NVIDIA AI Enterprise,NVIDIA Corporation,,Artificial Intelligence,Machine Learning,NVIDIA AI Enterprise is an end-to-end software platform for production AI,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,AI/ML,LOW,LOW,False,True,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/165234016,,Analysis based on content only - no government region access
165367051,165367051,Sapphire v20 DHCP/DNS appliance,Cygna Labs Corp.,,Networking,,High performance DNS/DHCP appliance configurable and manageable using the IPControl system from Cygna Labs.,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Networking,LOW,LOW,False,False,False,True,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/165367051,,Analysis based on content only - no government region access
165367725,165367725,Ampere A1 LLM Inference (Open-Source),Oracle,,Machine Learning,,"This OCI Ubuntu 22.04 marketplace image for Ampere A1 Compute | Oracle is bundled with applications to help you deploy Large Language Model (LLM) serving API and web front end of the popular Open-Source models like Llama 2 7B, 13B, Llama 3 8B, Code Llama, Mistral 8x7B and Orcas etc.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,ARM,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,AI/ML,LOW,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/165367725,,Analysis based on content only - no government region access
165384434,165384434,Oracle WebCenter Forms Recognition 14c (BYOL),Oracle,,Application Development,,"Oracle WebCenter Forms Recognition automates data extraction from paper and electronic forms, improving efficiency with intelligent document classification and customizable recognition.",,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,UNKNOWN,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/165384434,,Analysis based on content only - no government region access
